"id","L","A","C","Y"
7599,1,0,0,0
7600,0,1,0,0
7601,0,0,0,1
7602,0,0,0,0
7603,0,1,0,0
7604,1,2,0,0
7605,1,2,0,0
7606,1,1,0,0
7607,1,1,0,0
7608,1,0,0,0
7609,0,1,0,0
7610,1,1,0,0
7611,0,0,0,0
7612,1,0,0,1
7613,1,1,1,NA
7614,0,0,0,0
7615,0,1,0,0
7616,1,1,0,0
7617,1,1,0,0
7618,0,1,1,NA
7619,1,1,0,0
7620,0,0,0,0
7621,0,1,0,0
7622,1,1,0,0
7623,0,0,0,0
7624,1,1,0,0
7625,1,1,0,0
7626,1,1,0,0
7627,1,1,0,0
7628,1,1,0,0
7629,1,1,0,0
7630,1,2,0,0
7631,1,1,0,0
7632,0,0,0,1
7633,0,0,1,NA
7634,1,0,0,0
7635,0,0,1,NA
7636,0,1,1,NA
7637,0,1,0,0
7638,0,0,0,0
7639,0,0,0,0
7640,0,1,1,NA
7641,1,1,0,0
7642,0,2,1,NA
7643,0,0,1,NA
7644,0,1,0,1
7645,0,1,1,NA
7646,0,1,0,0
7647,0,0,0,0
7648,0,0,0,0
7649,1,2,0,0
7650,1,2,0,0
7651,1,2,0,0
7652,0,0,1,NA
7653,0,1,0,0
7654,1,1,0,0
7655,0,1,0,0
7656,1,1,0,0
7657,0,0,0,0
7658,0,1,0,0
7659,0,0,0,1
7660,1,1,0,0
7661,1,1,0,0
7662,1,2,0,0
7663,1,0,0,0
7664,1,2,0,0
7665,0,0,0,1
7666,1,1,0,0
7667,0,0,0,1
7668,1,2,0,0
7669,0,0,0,0
7670,0,0,0,0
7671,0,0,0,0
7672,0,0,0,1
7673,1,2,0,0
7674,1,1,0,0
7675,0,0,0,0
7676,1,2,0,0
7677,0,1,1,NA
7678,0,1,0,0
7679,0,0,0,0
7680,1,0,0,0
7681,1,0,1,NA
7682,0,0,0,0
7683,1,0,0,1
7684,1,0,0,0
7685,0,1,0,0
7686,0,0,0,0
7687,0,1,0,0
7688,0,0,0,0
7689,0,1,0,0
7690,1,0,0,0
7691,0,0,1,NA
7692,1,0,0,1
7693,0,1,0,0
7694,1,1,1,NA
7695,0,1,1,NA
7696,0,0,0,0
7697,1,0,0,0
7698,1,1,0,0
7699,0,0,0,0
7700,0,0,0,0
7701,1,1,0,0
7702,0,1,1,NA
7703,1,1,0,1
7704,1,2,0,0
7705,0,1,0,0
7706,0,0,0,0
7707,0,0,0,0
7708,1,0,0,1
7709,0,0,0,0
7710,1,0,0,0
7711,0,1,1,NA
7712,0,1,0,0
7713,0,1,0,0
7714,1,0,0,0
7715,1,1,0,0
7716,1,1,0,0
7717,0,0,0,0
7718,1,1,0,0
7719,1,0,0,0
7720,1,0,0,0
7721,0,1,0,0
7722,1,0,0,0
7723,1,0,0,0
7724,1,0,0,0
7725,1,0,0,0
7726,1,0,0,0
7727,0,1,0,0
7728,1,1,0,0
7729,0,0,0,0
7730,0,0,0,0
7731,0,0,0,1
7732,0,1,0,0
7733,1,1,0,0
7734,1,1,0,0
7735,0,1,0,0
7736,0,0,0,0
7737,1,1,0,0
7738,0,2,0,0
7739,0,0,0,0
7740,0,0,0,0
7741,1,2,0,0
7742,0,0,0,0
7743,1,0,0,0
7744,1,2,0,0
7745,0,0,0,0
7746,1,2,1,NA
7747,0,0,0,0
7748,1,0,0,0
7749,1,1,0,0
7750,0,1,0,0
7751,1,2,0,0
7752,0,1,1,NA
7753,0,2,0,0
7754,0,0,0,0
7755,0,0,0,0
7756,0,1,0,1
7757,0,0,0,0
7758,0,1,0,1
7759,0,0,0,1
7760,1,0,0,0
7761,1,1,0,0
7762,1,1,1,NA
7763,1,0,0,0
7764,1,1,0,0
7765,0,0,1,NA
7766,1,0,0,0
7767,0,0,0,0
7768,0,1,0,0
7769,0,0,0,1
7770,0,0,1,NA
7771,1,1,1,NA
7772,1,1,0,1
7773,1,0,0,0
7774,0,0,1,NA
7775,0,1,1,NA
7776,1,1,1,NA
7777,1,1,0,0
7778,1,1,1,NA
7779,1,1,0,0
7780,0,0,0,0
7781,1,1,0,0
7782,0,0,0,1
7783,0,0,1,NA
7784,1,2,1,NA
7785,1,0,0,0
7786,0,1,0,0
7787,1,1,1,NA
7788,0,0,0,0
7789,1,0,0,0
7790,0,2,0,0
7791,0,1,1,NA
7792,1,1,0,0
7793,0,1,0,0
7794,0,0,0,0
7795,0,1,0,0
7796,1,2,0,0
7797,1,1,0,0
7798,0,1,1,NA
7799,0,1,0,0
7800,0,0,1,NA
7801,1,1,0,0
7802,1,1,0,0
7803,1,2,0,0
7804,0,1,1,NA
7805,1,2,0,0
7806,1,0,0,0
7807,1,1,0,0
7808,0,0,0,0
7809,1,1,0,0
7810,1,2,0,1
7811,1,0,0,0
7812,1,1,0,0
7813,0,1,1,NA
7814,1,1,0,0
7815,0,2,0,0
7816,1,1,0,0
7817,0,1,1,NA
7818,1,1,0,0
7819,1,2,1,NA
7820,1,2,1,NA
7821,0,0,0,0
7822,0,0,0,1
7823,1,1,0,0
7824,1,1,0,0
7825,1,1,0,0
7826,1,0,0,0
7827,0,0,0,1
7828,0,0,0,0
7829,0,1,0,0
7830,0,0,0,1
7831,0,0,0,0
7832,1,2,0,0
7833,0,2,0,0
7834,0,1,0,0
7835,0,2,0,0
7836,0,1,0,0
7837,0,0,0,1
7838,0,0,0,1
7839,0,0,0,0
7840,0,2,1,NA
7841,1,1,0,0
7842,0,0,0,1
7843,0,1,0,0
7844,1,2,0,0
7845,0,1,1,NA
7846,0,0,0,0
7847,1,1,1,NA
7848,1,0,1,NA
7849,0,0,0,0
7850,1,0,0,1
7851,0,0,1,NA
7852,1,0,0,1
7853,1,1,0,1
7854,1,1,0,1
7855,0,0,0,0
7856,0,0,0,0
7857,0,0,0,0
7858,0,0,0,0
7859,1,1,1,NA
7860,0,0,0,0
7861,1,1,0,0
7862,0,0,0,1
7863,1,1,1,NA
7864,1,1,0,0
7865,1,0,0,0
7866,0,0,1,NA
7867,1,1,0,0
7868,1,1,0,0
7869,1,1,0,0
7870,0,1,0,0
7871,1,2,0,0
7872,1,1,0,0
7873,1,2,1,NA
7874,0,0,0,0
7875,0,0,0,0
7876,1,1,0,0
7877,1,2,0,0
7878,1,1,0,0
7879,0,1,0,0
7880,1,1,0,0
7881,1,1,1,NA
7882,0,1,0,0
7883,0,0,0,0
7884,1,0,0,0
7885,1,1,0,0
7886,0,0,0,0
7887,0,2,0,0
7888,1,2,1,NA
7889,0,0,0,0
7890,0,1,0,0
7891,1,1,0,0
7892,1,1,1,NA
7893,1,2,0,0
7894,1,0,0,0
7895,1,0,0,0
7896,0,0,0,0
7897,1,0,0,0
7898,1,2,0,0
7899,1,1,1,NA
7900,0,0,0,0
7901,0,0,0,0
7902,0,0,0,1
7903,0,1,0,0
7904,1,1,0,0
7905,1,2,0,0
7906,0,0,0,0
7907,1,1,0,0
7908,1,2,0,0
7909,0,2,0,0
7910,1,1,0,0
7911,0,1,1,NA
7912,1,0,1,NA
7913,0,0,0,1
7914,0,0,0,0
7915,1,0,0,0
7916,1,0,0,0
7917,1,0,0,0
7918,0,0,0,0
7919,1,0,0,0
7920,0,0,0,0
7921,1,0,0,0
7922,0,0,0,0
7923,0,0,0,1
7924,0,0,0,0
7925,1,2,1,NA
7926,1,1,1,NA
7927,1,1,0,0
7928,0,0,0,0
7929,1,2,0,0
7930,1,1,1,NA
7931,0,1,0,0
7932,1,1,0,0
7933,1,1,0,0
7934,1,1,0,0
7935,0,0,1,NA
7936,1,1,0,0
7937,1,1,1,NA
7938,0,0,0,0
7939,0,1,1,NA
7940,0,1,0,0
7941,1,1,1,NA
7942,1,0,0,0
7943,0,0,0,0
7944,0,0,0,0
7945,0,0,0,0
7946,0,0,0,1
7947,0,1,0,1
7948,1,0,0,0
7949,0,1,0,1
7950,0,1,1,NA
7951,1,1,0,0
7952,1,2,0,0
7953,1,0,0,0
7954,1,2,0,0
7955,1,2,1,NA
7956,1,2,1,NA
7957,1,0,0,1
7958,0,1,0,0
7959,1,0,0,1
7960,0,0,0,1
7961,1,2,0,0
7962,1,1,0,0
7963,1,1,0,0
7964,1,1,1,NA
7965,0,0,0,0
7966,1,2,1,NA
7967,0,1,0,0
7968,0,1,0,0
7969,0,0,1,NA
7970,1,1,0,0
7971,0,1,0,1
7972,0,1,0,0
7973,0,0,0,1
7974,1,1,0,0
7975,1,1,0,0
7976,0,0,0,1
7977,1,1,0,0
7978,0,1,0,0
7979,0,1,0,0
7980,0,0,0,0
7981,1,0,0,0
7982,1,2,0,0
7983,1,2,0,0
7984,0,1,0,0
7985,1,0,0,0
7986,0,1,0,0
7987,1,0,0,0
7988,0,0,0,0
7989,1,0,0,1
7990,1,1,0,0
7991,0,1,0,0
7992,0,1,0,0
7993,1,1,0,0
7994,1,1,0,0
7995,0,0,0,0
7996,0,0,0,0
7997,1,0,1,NA
7998,1,1,0,0
7999,1,2,0,0
8000,0,0,0,0
8001,0,0,0,1
8002,1,1,1,NA
8003,0,1,0,0
8004,0,0,0,0
8005,1,1,0,0
8006,0,1,0,0
8007,0,1,0,0
8008,1,0,0,0
8009,0,1,0,0
8010,1,1,0,0
8011,1,0,0,0
8012,1,1,0,0
8013,1,0,0,0
8014,1,0,1,NA
8015,0,2,0,0
8016,1,1,0,0
8017,1,1,0,0
8018,1,2,0,0
8019,1,0,0,0
8020,1,1,0,0
8021,0,1,0,0
8022,1,0,0,0
8023,0,1,0,0
8024,0,0,0,1
8025,0,0,0,1
8026,1,1,0,0
8027,0,1,0,0
8028,1,2,0,0
8029,0,1,0,0
8030,0,0,0,0
8031,1,1,0,0
8032,0,0,0,0
8033,0,0,0,0
8034,0,1,0,0
8035,0,0,0,0
8036,1,2,1,NA
8037,0,0,0,0
8038,1,1,0,0
8039,0,0,0,0
8040,1,0,0,0
8041,0,0,0,0
8042,1,0,0,0
8043,1,1,0,0
8044,0,1,0,0
8045,0,0,0,0
8046,1,0,0,0
8047,1,0,0,0
8048,0,0,0,0
8049,1,1,0,0
8050,0,1,0,0
8051,1,0,0,0
8052,1,0,0,0
8053,1,1,1,NA
8054,1,0,0,0
8055,0,2,1,NA
8056,0,1,0,0
8057,0,1,0,0
8058,0,0,0,1
8059,1,2,0,0
8060,0,0,0,0
8061,1,1,0,0
8062,1,1,0,0
8063,0,1,0,0
8064,0,0,0,0
8065,0,1,1,NA
8066,1,0,0,0
8067,1,0,0,0
8068,0,0,0,1
8069,1,2,0,0
8070,1,1,0,0
8071,0,0,0,0
8072,0,1,1,NA
8073,0,0,0,0
8074,0,1,1,NA
8075,0,1,0,0
8076,1,1,0,0
8077,0,0,0,1
8078,0,0,0,0
8079,0,0,0,0
8080,1,2,1,NA
8081,0,0,0,0
8082,1,2,0,0
8083,1,1,0,0
8084,1,1,0,0
8085,0,2,0,0
8086,0,1,1,NA
8087,1,0,0,0
8088,0,1,0,0
8089,1,2,0,0
8090,1,1,0,0
8091,0,0,0,1
8092,0,0,0,1
8093,1,1,0,0
8094,0,1,1,NA
8095,0,2,1,NA
8096,0,0,1,NA
8097,1,1,0,0
8098,1,1,0,0
8099,0,1,0,0
8100,0,1,0,0
8101,1,0,0,0
8102,1,0,0,0
8103,0,2,1,NA
8104,0,0,0,0
8105,1,1,0,0
8106,0,0,0,0
8107,1,1,0,0
8108,0,1,0,0
8109,0,0,0,0
8110,1,2,1,NA
8111,1,1,0,0
8112,0,1,0,0
8113,0,1,1,NA
8114,0,1,1,NA
8115,0,0,0,0
8116,0,1,0,1
8117,1,0,0,0
8118,1,1,0,0
8119,1,0,0,0
8120,0,1,1,NA
8121,1,1,1,NA
8122,1,1,0,0
8123,1,1,1,NA
8124,1,1,0,0
8125,1,1,0,0
8126,1,1,0,0
8127,1,1,0,0
8128,1,1,1,NA
8129,0,2,1,NA
8130,1,1,0,0
8131,1,2,0,0
8132,1,1,0,0
8133,1,0,0,0
8134,1,0,0,0
8135,0,2,1,NA
8136,0,1,1,NA
8137,1,2,0,0
8138,0,0,0,1
8139,1,1,0,0
8140,0,0,0,0
8141,1,0,0,0
8142,1,1,0,1
8143,1,0,0,1
8144,1,0,0,0
8145,1,2,0,0
8146,1,1,0,1
8147,0,0,1,NA
8148,0,0,0,0
8149,1,1,0,0
8150,1,1,0,0
8151,0,1,1,NA
8152,0,1,0,0
8153,0,1,0,0
8154,0,1,0,0
8155,1,1,0,0
8156,1,1,0,0
8157,0,0,0,1
8158,0,0,0,1
8159,0,0,0,0
8160,0,1,0,0
8161,1,2,0,0
8162,0,0,0,1
8163,1,1,0,0
8164,1,1,0,0
8165,0,0,1,NA
8166,1,1,0,0
8167,1,2,0,0
8168,1,2,0,0
8169,0,0,0,0
8170,1,1,0,0
8171,0,1,0,0
8172,0,0,0,0
8173,1,0,0,0
8174,1,1,0,0
8175,1,2,1,NA
8176,0,1,0,0
8177,1,0,0,0
8178,1,1,0,0
8179,1,2,1,NA
8180,1,0,0,0
8181,0,0,0,0
8182,0,0,0,0
8183,1,1,0,0
8184,0,0,0,0
8185,0,0,0,0
8186,1,1,0,0
8187,1,0,0,1
8188,0,0,1,NA
8189,1,1,0,0
8190,1,2,1,NA
8191,0,2,0,0
8192,0,1,0,0
8193,1,1,0,0
8194,0,0,0,0
8195,0,1,1,NA
8196,0,0,0,0
8197,1,1,0,0
8198,0,1,1,NA
8199,0,0,0,1
8200,0,0,0,0
8201,0,0,0,0
8202,1,0,0,1
8203,1,2,0,0
8204,0,2,0,0
8205,1,2,1,NA
8206,1,0,0,0
8207,0,0,0,0
8208,0,1,0,0
8209,1,0,0,0
8210,0,1,0,0
8211,1,2,1,NA
8212,1,1,0,0
8213,0,0,0,1
8214,1,2,0,0
8215,1,2,1,NA
8216,1,1,0,1
8217,1,1,0,0
8218,0,0,0,0
8219,1,1,0,0
8220,1,1,0,0
8221,1,0,0,0
8222,1,1,0,0
8223,1,2,0,0
8224,0,0,1,NA
8225,0,1,1,NA
8226,0,0,0,0
8227,1,2,0,0
8228,1,1,0,0
8229,1,2,1,NA
8230,1,0,0,0
8231,0,1,1,NA
8232,0,1,0,0
8233,0,0,0,1
8234,1,1,0,0
8235,0,1,0,0
8236,0,0,1,NA
8237,0,2,1,NA
8238,1,0,0,0
8239,1,1,0,0
8240,0,0,0,1
8241,0,0,0,0
8242,0,2,0,0
8243,1,1,0,1
8244,0,2,1,NA
8245,1,0,0,0
8246,0,1,0,0
8247,1,2,1,NA
8248,1,2,0,0
8249,0,1,0,0
8250,0,1,0,1
8251,0,2,1,NA
8252,1,1,0,0
8253,0,0,0,1
8254,1,0,0,1
8255,1,1,0,0
8256,1,1,1,NA
8257,0,1,0,0
8258,0,0,0,1
8259,1,1,0,0
8260,0,1,1,NA
8261,0,1,0,0
8262,0,0,0,0
8263,1,2,0,0
8264,0,1,0,0
8265,0,1,0,0
8266,0,1,0,0
8267,1,1,0,0
8268,0,1,0,0
8269,0,0,1,NA
8270,1,0,0,0
8271,0,1,0,0
8272,0,1,1,NA
8273,1,1,0,0
8274,1,0,0,0
8275,1,1,0,0
8276,0,0,0,1
8277,1,1,0,0
8278,0,1,0,0
8279,0,2,1,NA
8280,1,1,0,0
8281,0,1,0,0
8282,0,0,0,0
8283,0,0,0,1
8284,1,2,1,NA
8285,1,1,1,NA
8286,1,2,0,0
8287,1,1,0,0
8288,1,0,0,0
8289,0,0,0,0
8290,0,0,0,0
8291,0,2,1,NA
8292,0,2,0,0
8293,1,1,1,NA
8294,0,0,0,0
8295,0,1,1,NA
8296,0,1,1,NA
8297,1,1,0,0
8298,0,0,0,0
8299,1,2,1,NA
8300,0,0,0,1
8301,1,0,1,NA
8302,0,0,0,0
8303,0,1,1,NA
8304,0,2,1,NA
8305,1,0,0,0
8306,0,0,1,NA
8307,1,1,0,0
8308,0,0,1,NA
8309,1,1,0,0
8310,1,1,0,0
8311,0,0,0,0
8312,1,0,0,0
8313,0,1,0,0
8314,1,1,0,0
8315,1,1,0,0
8316,1,0,0,0
8317,0,0,0,0
8318,1,1,1,NA
8319,1,0,0,0
8320,0,0,0,0
8321,1,1,0,1
8322,1,0,0,0
8323,0,1,0,0
8324,0,0,0,0
8325,1,2,0,0
8326,0,2,1,NA
8327,1,2,0,0
8328,1,1,0,0
8329,1,1,1,NA
8330,1,1,0,0
8331,1,1,0,0
8332,1,0,0,0
8333,0,0,0,0
8334,0,2,1,NA
8335,0,0,0,1
8336,1,1,0,0
8337,1,1,0,0
8338,0,0,0,0
8339,0,2,1,NA
8340,0,1,0,1
8341,0,1,0,0
8342,0,2,1,NA
8343,0,1,0,0
8344,0,0,0,0
8345,1,1,0,0
8346,0,1,0,0
8347,1,2,0,0
8348,1,1,0,0
8349,1,0,0,0
8350,0,1,0,0
8351,0,0,0,1
8352,1,1,0,0
8353,1,1,0,0
8354,0,2,0,0
8355,0,2,0,0
8356,0,1,0,0
8357,0,1,0,0
8358,0,0,0,0
8359,0,1,0,0
8360,0,0,0,0
8361,1,1,0,0
8362,0,0,0,1
8363,1,1,0,0
8364,1,1,0,0
8365,0,1,1,NA
8366,0,1,1,NA
8367,0,0,0,0
8368,1,1,1,NA
8369,1,1,1,NA
8370,0,0,0,1
8371,1,2,0,0
8372,0,1,1,NA
8373,1,1,0,0
8374,0,0,0,0
8375,0,0,0,0
8376,1,0,0,0
8377,0,1,0,0
8378,0,0,0,0
8379,1,0,0,0
8380,1,2,0,0
8381,0,1,1,NA
8382,0,0,0,1
8383,0,0,0,0
8384,1,1,0,0
8385,1,0,0,0
8386,1,1,0,0
8387,1,1,1,NA
8388,0,1,0,1
8389,0,2,1,NA
8390,0,1,1,NA
8391,1,2,0,0
8392,0,2,0,0
8393,0,1,0,0
8394,0,0,1,NA
8395,0,0,0,0
8396,1,2,1,NA
8397,0,0,0,0
8398,0,1,0,0
8399,0,2,0,0
8400,0,0,0,1
8401,1,0,0,0
8402,0,0,0,0
8403,0,2,0,1
8404,1,1,0,0
8405,1,1,0,0
8406,0,0,0,1
8407,0,0,1,NA
8408,1,1,0,0
8409,0,1,0,1
8410,1,0,0,0
8411,0,1,0,0
8412,1,1,0,0
8413,0,0,0,1
8414,1,2,0,0
8415,0,0,0,1
8416,1,0,0,0
8417,0,1,1,NA
8418,0,0,0,0
8419,0,1,0,0
8420,1,1,1,NA
8421,0,1,0,0
8422,1,1,0,0
8423,0,0,0,1
8424,1,0,0,0
8425,1,1,0,0
8426,1,2,0,0
8427,0,0,0,1
8428,1,0,0,0
8429,0,0,0,0
8430,0,2,1,NA
8431,1,1,0,0
8432,1,2,1,NA
8433,1,1,0,0
8434,0,0,0,0
8435,1,0,0,0
8436,0,0,0,1
8437,0,0,0,1
8438,0,1,0,0
8439,1,1,0,0
8440,1,2,0,0
8441,0,0,0,0
8442,0,0,0,0
8443,1,1,0,0
8444,0,0,0,0
8445,0,1,0,0
8446,0,1,0,0
8447,0,1,1,NA
8448,1,1,0,0
8449,1,0,0,0
8450,0,1,1,NA
8451,0,0,0,0
8452,0,1,0,0
8453,1,1,0,0
8454,1,0,0,0
8455,0,0,0,0
8456,1,0,1,NA
8457,0,2,1,NA
8458,1,0,0,1
8459,0,1,0,0
8460,1,1,0,0
8461,0,1,0,0
8462,0,1,1,NA
8463,1,0,0,0
8464,1,0,0,0
8465,1,1,0,0
8466,1,1,1,NA
8467,1,1,0,0
8468,1,1,0,0
8469,1,2,0,0
8470,1,0,0,0
8471,0,0,1,NA
8472,1,0,0,0
8473,0,1,1,NA
8474,0,1,0,0
8475,0,1,0,0
8476,1,1,0,0
8477,1,1,1,NA
8478,1,2,0,0
8479,1,1,0,0
8480,1,2,1,NA
8481,0,1,0,1
8482,0,1,0,0
8483,0,1,0,0
8484,0,1,0,0
8485,1,0,0,0
8486,1,2,0,0
8487,1,1,0,0
8488,0,1,1,NA
8489,0,1,1,NA
8490,1,1,0,0
8491,0,1,0,0
8492,0,0,0,1
8493,1,2,0,0
8494,1,2,0,0
8495,0,1,0,1
8496,0,1,0,1
8497,1,0,0,0
8498,0,1,0,0
8499,1,2,0,0
8500,1,0,0,1
8501,0,0,0,1
8502,0,0,0,1
8503,1,2,0,0
8504,0,0,0,1
8505,1,1,0,0
8506,1,0,0,0
8507,0,1,0,0
8508,0,1,0,0
8509,0,0,0,0
8510,0,1,0,0
8511,0,1,0,0
8512,1,1,0,0
8513,1,1,0,0
8514,1,2,0,0
8515,1,2,1,NA
8516,1,1,0,0
8517,0,1,0,0
8518,0,0,0,1
8519,0,0,0,1
8520,0,0,0,0
8521,1,0,0,0
8522,1,0,0,0
8523,0,2,1,NA
8524,0,0,0,0
8525,0,0,0,1
8526,1,0,0,0
8527,0,0,0,1
8528,0,1,1,NA
8529,1,0,0,0
8530,1,1,0,0
8531,1,1,0,0
8532,0,0,0,0
8533,0,0,0,1
8534,1,1,1,NA
8535,0,1,0,0
8536,0,0,0,0
8537,1,1,0,0
8538,0,0,0,1
8539,0,0,0,0
8540,0,1,0,0
8541,1,1,0,0
8542,0,1,1,NA
8543,0,1,0,0
8544,1,1,0,1
8545,1,1,0,0
8546,0,0,0,1
8547,0,0,0,0
8548,1,1,1,NA
8549,1,1,0,0
8550,0,0,0,1
8551,1,1,0,0
8552,1,0,0,0
8553,0,2,0,0
8554,0,1,0,0
8555,1,1,1,NA
8556,1,0,0,1
8557,1,0,0,0
8558,1,2,0,0
8559,0,1,0,0
8560,0,0,0,0
8561,1,1,0,0
8562,0,2,1,NA
8563,1,1,0,0
8564,0,1,0,0
8565,0,1,1,NA
8566,1,1,0,0
8567,0,0,0,0
8568,1,2,0,0
8569,0,1,0,0
8570,0,0,0,0
8571,0,1,0,1
8572,0,1,1,NA
8573,0,1,0,0
8574,1,0,1,NA
8575,0,2,1,NA
8576,1,1,0,0
8577,1,1,0,0
8578,1,0,0,0
8579,1,2,0,0
8580,1,2,0,0
8581,0,1,0,0
8582,1,1,0,0
8583,1,1,0,0
8584,0,1,0,0
8585,1,1,0,0
8586,0,1,1,NA
8587,1,1,0,0
8588,1,1,0,0
8589,0,1,0,0
8590,1,0,0,0
8591,0,1,1,NA
8592,0,1,0,0
8593,1,2,0,0
8594,0,0,1,NA
8595,0,1,0,0
8596,0,1,0,0
8597,1,1,0,0
8598,0,0,0,0
8599,0,1,1,NA
8600,1,2,0,0
8601,1,0,0,0
8602,0,1,0,0
8603,1,0,0,0
8604,0,0,0,1
8605,0,0,0,1
8606,1,1,0,0
8607,0,0,0,0
8608,0,0,0,0
8609,1,2,0,0
8610,1,0,0,0
8611,0,1,0,0
8612,1,2,0,0
8613,1,0,0,0
8614,1,0,0,0
8615,1,0,0,0
8616,0,0,0,0
8617,1,1,0,0
8618,1,0,0,0
8619,1,1,0,0
8620,0,0,0,0
8621,0,0,0,0
8622,0,0,0,0
8623,0,1,1,NA
8624,0,0,0,1
8625,0,0,0,0
8626,1,1,0,0
8627,1,1,0,0
8628,1,1,0,0
8629,1,0,0,1
8630,0,1,0,0
8631,0,1,1,NA
8632,0,1,0,0
8633,1,1,0,1
8634,1,1,0,0
8635,1,1,0,0
8636,0,0,0,0
8637,0,0,0,0
8638,0,1,0,0
8639,1,1,0,0
8640,0,1,0,0
8641,0,2,0,0
8642,1,1,0,0
8643,1,1,0,0
8644,0,0,0,0
8645,1,1,0,0
8646,0,2,1,NA
8647,0,0,0,0
8648,1,2,0,0
8649,1,2,1,NA
8650,1,0,0,0
8651,1,0,0,0
8652,0,1,0,0
8653,1,2,0,0
8654,1,1,0,0
8655,1,2,0,0
8656,0,2,0,0
8657,1,1,0,0
8658,0,0,1,NA
8659,1,1,0,1
8660,0,0,0,0
8661,0,0,1,NA
8662,0,1,1,NA
8663,1,1,1,NA
8664,0,0,0,1
8665,0,1,1,NA
8666,0,2,1,NA
8667,0,0,0,0
8668,0,0,0,0
8669,0,0,0,0
8670,1,1,1,NA
8671,1,0,0,1
8672,1,1,0,0
8673,1,1,0,0
8674,0,1,0,0
8675,1,1,0,0
8676,0,1,0,1
8677,1,2,0,0
8678,1,1,0,0
8679,0,0,0,0
8680,1,1,0,0
8681,1,0,0,0
8682,0,1,0,0
8683,1,1,0,0
8684,0,1,0,0
8685,0,0,0,0
8686,0,2,1,NA
8687,1,1,0,0
8688,0,1,1,NA
8689,0,0,0,0
8690,0,1,0,0
8691,1,1,0,0
8692,1,1,0,0
8693,0,1,0,0
8694,1,2,0,0
8695,1,0,0,0
8696,0,1,0,0
8697,0,1,0,1
8698,1,1,0,0
8699,1,0,0,0
8700,1,1,0,0
8701,0,1,0,0
8702,1,2,0,0
8703,1,0,0,0
8704,1,2,0,0
8705,1,0,0,1
8706,1,2,1,NA
8707,1,1,0,0
8708,0,2,0,0
8709,1,1,0,0
8710,0,0,0,1
8711,0,0,0,0
8712,1,1,0,0
8713,1,0,0,0
8714,0,1,0,0
8715,0,1,0,0
8716,1,1,0,0
8717,1,1,0,0
8718,0,0,0,0
8719,1,1,0,0
8720,1,1,0,0
8721,0,1,0,1
8722,1,1,0,0
8723,1,1,1,NA
8724,0,0,0,1
8725,0,1,0,0
8726,0,0,0,0
8727,1,1,0,0
8728,0,0,0,0
8729,0,1,0,0
8730,0,0,1,NA
8731,1,2,0,0
8732,0,2,0,0
8733,1,1,0,0
8734,1,0,0,1
8735,1,0,0,0
8736,1,0,0,1
8737,1,1,0,0
8738,1,0,0,0
8739,1,0,0,0
8740,1,0,0,0
8741,0,0,0,0
8742,0,0,0,1
8743,1,1,0,0
8744,0,0,0,1
8745,0,1,1,NA
8746,1,0,0,0
8747,1,1,0,0
8748,1,2,0,0
8749,1,1,0,0
8750,0,0,0,1
8751,1,1,0,0
8752,0,1,0,0
8753,1,2,0,0
8754,1,2,0,0
8755,0,1,0,1
8756,1,1,0,0
8757,0,0,0,0
8758,1,1,0,0
8759,0,0,0,0
8760,0,1,0,0
8761,1,1,0,0
8762,0,0,0,1
8763,1,2,0,0
8764,0,2,1,NA
8765,0,2,1,NA
8766,0,2,1,NA
8767,0,0,0,1
8768,1,1,0,1
8769,0,1,0,0
8770,1,2,0,0
8771,0,1,0,0
8772,1,0,0,0
8773,0,1,0,0
8774,0,1,0,0
8775,0,0,0,1
8776,1,0,0,0
8777,0,0,0,1
8778,1,1,0,0
8779,0,1,0,0
8780,0,1,1,NA
8781,0,0,0,0
8782,1,1,0,0
8783,0,1,1,NA
8784,1,0,0,0
8785,0,1,0,0
8786,0,1,1,NA
8787,1,0,0,0
8788,1,0,0,0
8789,0,2,1,NA
8790,0,0,0,0
8791,0,1,0,0
8792,0,0,0,0
8793,0,0,0,0
8794,1,1,0,0
8795,0,1,1,NA
8796,1,1,0,0
8797,1,1,0,0
8798,1,0,0,0
8799,1,0,0,1
8800,0,2,1,NA
8801,0,0,0,0
8802,1,0,0,0
8803,0,0,0,0
8804,0,1,0,0
8805,0,0,0,0
8806,1,1,0,0
8807,1,0,0,0
8808,0,0,0,1
8809,1,0,0,0
8810,0,0,0,0
8811,0,1,0,0
8812,1,1,0,0
8813,1,1,0,0
8814,1,1,1,NA
8815,0,0,0,1
8816,0,1,0,0
8817,1,1,0,0
8818,1,2,0,0
8819,1,1,0,0
8820,0,0,0,1
8821,1,1,0,0
8822,1,2,1,NA
8823,0,0,0,0
8824,0,1,0,0
8825,1,0,0,0
8826,0,0,0,1
8827,0,0,0,1
8828,0,1,1,NA
8829,0,0,0,0
8830,0,0,1,NA
8831,0,2,0,0
8832,1,1,0,0
8833,1,2,1,NA
8834,0,0,0,0
8835,0,0,0,1
8836,0,0,0,1
8837,0,1,0,1
8838,1,1,0,0
8839,0,0,0,1
8840,1,2,0,0
8841,0,0,0,1
8842,0,1,0,0
8843,1,1,0,0
8844,0,1,0,1
8845,0,0,0,1
8846,0,1,0,0
8847,0,1,0,0
8848,0,1,0,0
8849,0,0,0,0
8850,0,0,0,0
